period,product_name,product_type,fund_name,fund_abn,fund_type,total_assets_aud_m,return_target_above_cpi_pct,risk_level_label,statement_fee_aud,property_benchmark_pct,infrastructure_benchmark_pct,commodities_benchmark_pct,other_investments_benchmark_pct
2017-03-31,ANZ Staff MySuper,Generic,ANZ Australian Staff Superannuation Scheme,83810127567,Corporate,1732.7,3.80,High,265.00,11.5,6.0,,8.0
2017-03-31,Asgard Employee MySuper,Generic,ASGARD Independence Plan Division Two,90194410365,Retail,929.7,,,,,,,
2017-03-31,BALANCED,Generic,Australia Post Superannuation Scheme,42045077895,Public Sector,0.0,3.00,High,550.00,,,,30.0
2017-03-31,MySuper Balanced,Generic,Australian Catholic Superannuation and Retirement Fund,24680629023,Industry,4519.3,3.60,Medium to high,478.00,9.0,9.0,,24.0
2017-03-31,ADF MySuper,Generic,Australian Defence Force Superannuation Scheme,90302247344,Public Sector,18.2,3.50,Medium to high,465.00,10.0,1.0,,15.0
2017-03-31,Balanced (accumulation),Generic,Australian Ethical Retail Superannuation Fund,49633667743,Retail,570.6,3.50,Medium to high,702.00,10.0,5.0,,
2017-03-31,AMIST MySuper,Generic,Australian Meat Industry Superannuation Trust,28342064803,Industry,1741.7,2.00,Medium to high,379.00,15.0,5.0,,5.0
2017-03-31,QSuper Lifetime,Generic,Australian Retirement Trust,60905115063,Public Sector,33828.0,,,,,,,
2017-03-31,AustralianSuper MySuper,Generic,AustralianSuper,65714394898,Industry,72087.0,3.90,High,398.00,9.0,10.0,,0.0
2017-03-31,IBM Super Plan MySuper,Large employer,AustralianSuper,65714394898,Industry,554.7,3.70,High,476.00,9.0,10.0,,0.0
2017-03-31,Komatsu Super Plan MySuper,Large employer,AustralianSuper,65714394898,Industry,86.9,3.70,High,543.00,9.0,10.0,,0.0
2017-03-31,MySuper (Balanced),Generic,Austsafe Superannuation Fund,92398191503,Industry,1838.9,5.00,Medium to high,446.00,10.0,9.0,,10.0
2017-03-31,AvSuper Growth (MySuper),Generic,AvSuper Fund,84421446069,Public Sector,618.3,4.50,Medium to high,560.00,10.0,8.0,,1.0
2017-03-31,MySuper Lifecycle,Generic,Aware Super,53226460365,Public Sector,41542.9,,,,,,,
2017-03-31,Betros MySuper,Generic,Betros Bros Superannuation Fund No 2,36338171504,Corporate,2.3,2.50,Medium to high,540.00,5.0,0.0,,0.0
2017-03-31,BOC MySuper,Generic,Boc Gases Superannuation Fund,49620344668,Corporate,403.2,3.60,High,634.00,11.0,7.4,,7.4
2017-03-31,BUSSQ MySuper,Generic,Building Unions Superannuation Scheme (Queensland),85571332201,Industry,2926.5,4.00,Medium,638.00,12.0,12.0,3.0,
2017-03-31,CareSuper,Generic,Care Super,98172275725,Industry,9243.4,5.00,Medium to high,568.00,12.0,7.0,,
2017-03-31,Growth MySuper,Generic,CBH Superannuation Fund,84433159328,Corporate,0.0,3.75,High,270.00,15.0,,,0.0
2017-03-31,My Ethical Super,Generic,Christian Super,66628776348,Industry,731.5,3.13,High,634.00,10.0,3.8,,0.8
2017-03-31,Club Plus Super _ MySuper,Generic,Club Plus Superannuation Scheme,95275115088,Industry,1943.9,2.76,High,403.60,11.0,6.0,,16.0
2017-03-31,Club MySuper,Generic,Club Super,12737334298,Industry,427.5,3.68,Medium to high,636.00,11.0,10.0,,10.0
2017-03-31,FirstChoice Employer Super,Generic,Colonial First State FirstChoice Superannuation Trust,26458298557,Retail,7623.9,,,,,,,
2017-03-31,Combined Fund MySuper,Generic,Combined Super Fund,46921400504,Industry,351.9,3.20,Medium to high,526.00,10.0,7.0,,25.0
2017-03-31,Accumulate Plus Balanced,Generic,Commonwealth Bank Group Super,24248426878,Corporate,4896.7,2.20,High,368.00,8.1,6.3,,3.6
2017-03-31,MySuper Balanced,Generic,Concept One The Industry Superannuation Fund,21059451252,Industry,437.0,3.00,Medium to high,576.00,15.0,12.0,,
2017-03-31,Growth (Cbus MySuper),Generic,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,75493363262,Industry,33192.9,4.75,Medium to high,498.00,13.0,11.0,,5.0
2017-03-31,Active Balanced,Generic,DuluxGroup Employees Superannuation Fund,91132102426,Retail,36.4,2.70,High,611.00,13.0,3.4,,8.4
2017-03-31,Balanced,Generic,Elphinstone Group Superannuation Fund,77408077215,Corporate,55.0,0.50,Very high,785.00,1.8,,,
2017-03-31,EmPlus MySuper,Generic,EmPlus Superannuation Fund,18838658991,Retail,118.2,2.63,Medium to high,522.80,9.0,,,
2017-03-31,Balanced (MySuper),Generic,Energy Industries Superannuation Scheme-Pool A,22277243559,Public Sector,1209.2,3.00,Medium,315.00,5.0,4.0,,25.0
2017-03-31,MySuper,Generic,Energy Super,33761363685,Industry,1856.2,4.15,Medium to high,472.00,10.0,8.0,,10.0
2017-03-31,Equipsuper MySuper,Generic,equipsuper,33813823017,Industry,2208.3,3.72,Medium,463.00,10.0,3.0,0.0,4.0
2017-03-31,Essential Super,Generic,Essential Super,56601925435,Retail,2352.3,,,,,,,
2017-03-31,First Super MySuper,Generic,First Super,56286625181,Industry,2265.3,3.50,Medium,443.00,10.0,10.0,,2.0
2017-03-31,Goldman Sachs & JBWere Superannuation Fund_MySuper Product,Generic,Goldman Sachs & JBWere Superannuation Fund,55697537183,Corporate,312.2,4.00,Very high,700.00,,,,2.0
2017-03-31,Guild Retirement Fund (MySuper),Generic,Guild Retirement Fund,22599554834,Retail,1006.7,,,,,,,
2017-03-31,HESTA MySuper,Generic,HESTA,64971749321,Industry,31769.9,5.60,Medium to high,480.00,11.5,12.5,,
2017-03-31,Balanced option,Generic,HOSTPLUS Superannuation Fund,68657495890,Industry,20525.4,3.50,High,678.00,15.0,10.0,0.0,5.0
2017-03-31,MySuper,Generic,IAG & NRMA Superannuation Plan,58244115920,Corporate,1324.5,2.66,High,520.00,6.7,3.3,,20.0
2017-03-31,Active Balanced,Generic,Incitec Pivot Employees Superannuation Fund,68569795856,Retail,55.8,2.60,High,638.00,13.0,3.4,,8.4
2017-03-31,Intrust MySuper,Generic,Intrust Super Fund,65704511371,Industry,1586.9,5.00,Medium to high,523.00,10.0,,,18.0
2017-03-31,IOOF MySuper,Generic,IOOF Portfolio Service Superannuation Fund,70815369818,Retail,2788.4,3.00,Medium to high,542.00,10.0,1.5,,2.0
2017-03-31,Kinetic Super _ Growth (MySuper),Generic,Kinetic Superannuation Fund,78984178687,Industry,2941.1,3.50,High,430.60,13.0,8.0,,
2017-03-31,MySuper Balanced,Generic,Labour Union Co-Operative Retirement Fund,26382680883,Industry,4369.1,3.20,High,423.00,11.0,4.0,,12.0
2017-03-31,MySuper Balanced,Generic,legalsuper,60346078879,Industry,1565.6,3.00,High,557.60,12.0,2.0,,
2017-03-31,LESF MySuper,Generic,LESF Super,13704288646,Retail,143.5,3.00,High,646.60,,,,
2017-03-31,LGIASuper MySuper Lifecycle,Generic,LGIAsuper,23053121564,Public Sector,6282.9,,,,,,,
2017-03-31,Vision MySuper,Generic,Local Authorities Superannuation Fund,24496637884,Public Sector,3281.5,4.00,Medium to high,473.00,11.0,11.0,,5.0
2017-03-31,Active Super Lifestage Product,Generic,Local Government Super,28901371321,Public Sector,3055.9,,,,,,,
2017-03-31,Balanced Option_MySuper Compliant,Generic,Lutheran Super,93371348387,Corporate,251.0,4.92,Medium to high,451.00,4.5,4.5,,4.8
2017-03-31,Moderate investment option,Generic,Maritime Super,77455663441,Industry,395.1,4.00,Medium,623.00,7.0,4.0,,10.0
2017-03-31,Max Super Fund MySuper Plan,Generic,Max Super Fund,22508720840,Retail,19.0,4.00,Medium to high,562.50,12.0,,,
2017-03-31,MIESF MySuper,Generic,Meat Industry Employees Superannuation Fund,17317520544,Industry,720.3,2.70,Medium,345.00,22.0,10.0,,
2017-03-31,Balanced investment option (accumulation),Generic,Media Super,42574421650,Industry,3398.4,4.25,Medium to high,442.00,10.0,10.0,,10.0
2017-03-31,Mercer Santos MySuper,Large employer,Mercer Super Trust,19905422981,Retail,203.8,4.20,Medium to high,468.72,6.5,6.5,1.0,5.0
2017-03-31,Mercer SmartPath,Generic,Mercer Super Trust,19905422981,Retail,7161.2,,,,,,,
2017-03-31,Mercer WGSP MySuper,Large employer,Mercer Super Trust,19905422981,Retail,1635.2,,,,,,,
2017-03-31,Virgin Money MySuper,Material goodwill,Mercer Super Trust,19905422981,Retail,452.5,,,,,,,
2017-03-31,MySuper Balanced,Generic,Mercy Super,11789425178,Corporate,813.2,5.25,Medium,532.20,12.0,12.0,,6.0
2017-03-31,Default Lifecycle,Generic,Mine Superannuation Fund,16457520308,Industry,6241.3,,,,,,,
2017-03-31,MySuper,Generic,MLC Super Fund,70732426024,Retail,21837.1,3.50,Medium to high,603.00,5.0,2.0,,3.0
2017-03-31,NAB Staff MySuper,Large employer,MLC Super Fund,70732426024,Retail,2120.7,3.50,High,518.00,12.0,3.5,,4.0
2017-03-31,MyCatholicSuper,Generic,MyLifeMyMoney Superannuation Fund,50237896957,Industry,4368.5,4.10,Medium to high,563.00,8.0,6.0,,13.0
2017-03-31,Nationwide MySuper,Generic,Nationwide Superannuation Fund,15201768813,Industry,532.7,2.90,Medium to high,605.00,10.0,7.0,,5.0
2017-03-31,NESS MySuper,Generic,NESS Super,72229227691,Industry,564.6,3.00,Medium to high,492.00,10.0,3.5,,4.5
2017-03-31,Diversified (MySuper),Generic,NGS Super,73549180515,Industry,4902.8,3.00,Medium to high,505.00,10.0,10.0,,8.0
2017-03-31,ANZ Smart Choice Super,Generic,OnePath Masterfund,53789980697,Retail,9488.1,,,,,,,
2017-03-31,ANZ Smart Choice Super_For QBE Management Services PTY LTD and their employees,Large employer,OnePath Masterfund,53789980697,Retail,300.0,,,,,,,
2017-03-31,MySuper Passive Balanced,Generic,OneSuper,43905581638,Retail,42.3,2.00,Medium,636.00,4.0,,,
2017-03-31,Perpetual MySuper,Generic,Perpetual's Select Superannuation Fund,51068260563,Retail,210.4,3.00,High,685.00,6.0,0.0,0.0,15.0
2017-03-31,Pitcher Retirement Plan MySuper,Generic,Pitcher Retirement Plan,15828677472,Corporate,29.7,2.40,Medium,1036.00,9.0,4.0,,
2017-03-31,MySuper,Generic,Prime Super,60562335823,Industry,2999.5,4.50,Medium to high,763.56,6.5,13.0,,0.0
2017-03-31,PSSap MySuper Balanced,Generic,Public Sector Superannuation Accumulation Plan,65127917725,Public Sector,8788.8,3.50,Medium to high,465.00,10.0,1.0,,15.0
2017-03-31,Glidepath,Generic,Qantas Superannuation Plan,41272198829,Corporate,894.3,,,,,,,
2017-03-31,QIEC MySuper,Generic,Queensland Independent Education & Care Superannuation Trust,15549636673,Industry,1074.7,4.21,High,546.00,12.0,12.0,,7.0
2017-03-31,Balanced,Generic,Rei Super,76641658449,Industry,1121.5,4.50,Medium to high,425.80,14.0,4.0,,0.0
2017-03-31,REST Super,Generic,Retail Employees Superannuation Trust,62653671394,Industry,38863.6,4.70,Medium to high,407.20,11.0,6.0,1.0,10.0
2017-03-31,BT Super MySuper,Generic,Retirement Wrap,39827542991,Retail,9341.4,,,,,,,
2017-03-31,Westpac Group Plan MySuper,Large employer,Retirement Wrap,39827542991,Retail,1901.0,,,,,,,
2017-03-31,Rio Tinto Fund Growth Option (MySuperProduct),Generic,Rio Tinto Staff Superannuation Fund,98438661856,Corporate,3157.8,4.20,High,451.00,10.0,6.0,,3.5
2017-03-31,General Division,Generic,Russell Investments Master Trust,89384753567,Retail,2328.7,4.00,Medium to high,814.18,6.5,6.2,0.5,2.7
2017-03-31,smartMonday Lifecycle,Generic,Smart Future Trust,68964712340,Retail,1040.8,,,,,,,
2017-03-31,Balanced (MySuper),Generic,Spirit Super,74559365913,Industry,8756.0,4.00,Medium to high,498.00,9.0,15.0,,0.0
2017-03-31,Suncorp Lifestage Funds,Generic,SPSL Master Trust,98350952022,Retail,869.7,,,,,,,
2017-03-31,Statewide MySuper,Generic,Statewide Superannuation Trust,54145196298,Industry,4266.6,3.50,High,468.00,10.0,10.0,,
2017-03-31,Sunsuper for Life,Generic,Sunsuper Superannuation Fund,98503137921,Industry,25989.7,,,,,,,
2017-03-31,Tasplan MySuper,Generic,Tasplan Superannuation Fund,14602032302,Industry,2349.0,,,,,,,
2017-03-31,Telstra Super MySuper,Generic,Telstra Superannuation Scheme,85502108833,Corporate,6294.1,,,,,,,
2017-03-31,Bendigo MySuper,Generic,The Bendigo Superannuation Plan,57526653420,Retail,166.9,,,,,,,
2017-03-31,MySuper MyLife,Generic,The Executive Superannuation Fund,60998717367,Retail,1047.5,3.50,Medium to high,667.26,2.0,2.0,,10.0
2017-03-31,VISSF Balanced Option (MySuper Product),Generic,The Victorian Independent Schools Superannuation Fund,37024873660,Industry,376.8,3.00,High,457.00,5.0,3.0,,
2017-03-31,MySuper Growth,Generic,Toyota Super,58208377062,Corporate,511.1,4.00,Medium to high,492.00,10.0,1.8,,9.3
2017-03-31,Balanced (MySuper),Generic,TWU Superannuation Fund,77343563307,Industry,4352.6,4.50,Medium to high,618.00,9.0,8.0,,6.0
2017-03-31,UniSuper Balanced,Generic,Unisuper,91385943850,Industry,14709.7,5.10,High,346.00,9.0,2.5,,
2017-03-31,Balanced,Generic,United Technologies Corporation Retirement Plan,33227241196,Retail,52.7,2.60,High,465.00,10.0,,,20.0
2017-03-31,Growth (MySuper),Generic,Victorian Superannuation Fund,85977964496,Public Sector,10021.6,4.60,Medium to high,493.00,5.0,4.5,,
2017-03-31,My WA Super,Generic,WA Local Government Superannuation Plan,18159499614,Public Sector,994.7,2.50,High,623.00,10.0,8.0,0.0,12.0
2017-03-31,Growth (MySuper),Generic,Water Corporation Superannuation Plan,16095780345,Corporate,301.4,3.50,High,572.00,5.0,,,5.0
2017-03-31,BT Business MySuper,Generic,Westpac Mastertrust - Superannuation Division,81236903448,Retail,3919.8,,,,,,,
2016-12-31,AMG MySuper,Generic,AMG Super,30099320583,Retail,43.3,3.00,High,567.00,10.0,,,
2016-12-31,AMP MySuper No.1,Generic,AMP Retirement Trust,73310248809,Retail,667.5,4.00,High,428.48,6.0,6.0,,
2016-12-31,AMP MySuper No.3,Generic,AMP Super Fund,78421957449,Retail,1195.0,,,,,,,
2016-12-31,AFLPA & AFL Industry MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,96.7,,,,,,,
2016-12-31,AMP MySuper No.2,Generic,AMP Superannuation Savings Trust,76514770399,Retail,7574.0,,,,,,,
2016-12-31,Anglican National MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,120.5,,,,,,,
2016-12-31,Australia Post MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,121.7,,,,,,,
2016-12-31,Brookfield Australia MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,95.2,4.00,Medium to high,265.00,6.0,,,10.0
2016-12-31,CCA MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,320.1,,,,,,,
2016-12-31,Macquarie Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,303.4,4.00,Medium,395.00,,,,12.5
2016-12-31,Woolworths Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,2667.6,4.50,Medium to high,305.50,6.5,3.0,,6.5
2016-12-31,ANZ Staff MySuper,Generic,ANZ Australian Staff Superannuation Scheme,83810127567,Corporate,1883.7,3.80,High,265.00,10.0,6.0,,8.0
2016-12-31,Asgard Employee MySuper,Generic,ASGARD Independence Plan Division Two,90194410365,Retail,887.4,,,,,,,
2016-12-31,MySuper Balanced,Generic,Australian Catholic Superannuation and Retirement Fund,24680629023,Industry,4339.9,3.60,Medium to high,478.00,9.0,9.0,,20.0
2016-12-31,ADF MySuper,Generic,Australian Defence Force Superannuation Scheme,90302247344,Public Sector,7.8,3.50,Medium to high,465.00,10.0,1.0,,15.0
2016-12-31,Balanced (accumulation),Generic,Australian Ethical Retail Superannuation Fund,49633667743,Retail,515.8,3.50,Medium to high,702.00,10.0,5.0,,
2016-12-31,AMIST MySuper,Generic,Australian Meat Industry Superannuation Trust,28342064803,Industry,1706.5,2.00,Medium to high,379.00,15.0,5.0,,5.0
2016-12-31,QSuper Lifetime,Generic,Australian Retirement Trust,60905115063,Public Sector,32530.4,,,,,,,
2016-12-31,AustralianSuper MySuper,Generic,AustralianSuper,65714394898,Industry,70941.6,3.90,High,398.00,9.0,10.0,,0.0
2016-12-31,IBM Super Plan MySuper,Large employer,AustralianSuper,65714394898,Industry,556.0,3.70,High,476.00,9.0,10.0,,0.0
2016-12-31,Komatsu Super Plan MySuper,Large employer,AustralianSuper,65714394898,Industry,81.7,3.70,High,543.00,9.0,10.0,,0.0
2016-12-31,MySuper (Balanced),Generic,Austsafe Superannuation Fund,92398191503,Industry,1787.7,5.00,Medium to high,446.00,10.0,9.0,,10.0
2016-12-31,AvSuper Growth (MySuper),Generic,AvSuper Fund,84421446069,Public Sector,593.7,4.50,Medium to high,560.00,10.0,5.0,,1.0
2016-12-31,MySuper Lifecycle,Generic,Aware Super,53226460365,Public Sector,40336.7,,,,,,,
2016-12-31,Betros MySuper,Generic,Betros Bros Superannuation Fund No 2,36338171504,Corporate,2.4,2.50,Medium to high,540.00,5.0,0.0,,0.0
2016-12-31,BOC MySuper,Generic,Boc Gases Superannuation Fund,49620344668,Corporate,394.7,3.60,High,634.00,11.0,7.4,,7.4
2016-12-31,BUSSQ MySuper,Generic,Building Unions Superannuation Scheme (Queensland),85571332201,Industry,2863.4,4.00,Medium,638.00,12.0,12.0,3.0,
2016-12-31,CareSuper,Generic,Care Super,98172275725,Industry,8930.9,5.00,Medium to high,568.00,12.0,7.0,,
2016-12-31,My Ethical Super,Generic,Christian Super,66628776348,Industry,712.4,3.13,High,634.00,9.9,4.0,,0.7
2016-12-31,Club Plus Super _ MySuper,Generic,Club Plus Superannuation Scheme,95275115088,Industry,1888.5,2.76,High,403.60,11.0,6.0,,16.0
2016-12-31,Club MySuper,Generic,Club Super,12737334298,Industry,418.3,3.68,Medium to high,636.00,11.0,10.0,,10.0
2016-12-31,FirstChoice Employer Super,Generic,Colonial First State FirstChoice Superannuation Trust,26458298557,Retail,7329.0,,,,,,,
2016-12-31,Combined Fund MySuper,Generic,Combined Super Fund,46921400504,Industry,344.8,3.20,Medium to high,526.00,10.0,7.0,,25.0
2016-12-31,Accumulate Plus Balanced,Generic,Commonwealth Bank Group Super,24248426878,Corporate,4705.2,3.20,High,348.65,8.1,6.3,,3.6
2016-12-31,MySuper Balanced,Generic,Concept One The Industry Superannuation Fund,21059451252,Industry,425.9,3.00,Medium to high,576.00,15.0,12.0,,
2016-12-31,Growth (Cbus MySuper),Generic,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,75493363262,Industry,32094.6,4.75,Medium to high,498.00,13.0,11.0,,5.0
2016-12-31,Active Balanced,Generic,DuluxGroup Employees Superannuation Fund,91132102426,Retail,33.6,2.70,High,611.00,13.0,3.4,,8.4
2016-12-31,Balanced,Generic,Elphinstone Group Superannuation Fund,77408077215,Corporate,53.3,0.50,Very high,785.00,1.8,,,
2016-12-31,EmPlus MySuper,Generic,EmPlus Superannuation Fund,18838658991,Retail,116.5,2.63,Medium to high,522.80,9.0,,,
2016-12-31,Balanced (MySuper),Generic,Energy Industries Superannuation Scheme-Pool A,22277243559,Public Sector,1175.5,3.00,Medium,315.00,5.0,4.0,,25.0
2016-12-31,MySuper,Generic,Energy Super,33761363685,Industry,1790.6,4.15,Medium to high,472.00,10.0,8.0,,10.0
2016-12-31,Equipsuper MySuper,Generic,equipsuper,33813823017,Industry,2144.8,3.72,Medium,463.00,10.0,3.0,0.0,4.0
2016-12-31,Essential Super,Generic,Essential Super,56601925435,Retail,1886.8,,,,,,,
2016-12-31,First Super MySuper,Generic,First Super,56286625181,Industry,2211.0,3.50,Medium,443.00,10.0,10.0,,2.0
2016-12-31,Goldman Sachs & JBWere Superannuation Fund_MySuper Product,Generic,Goldman Sachs & JBWere Superannuation Fund,55697537183,Corporate,319.3,4.00,Very high,700.00,,,,2.0
2016-12-31,Guild Retirement Fund (MySuper),Generic,Guild Retirement Fund,22599554834,Retail,963.3,,,,,,,
2016-12-31,HESTA MySuper,Generic,HESTA,64971749321,Industry,30916.7,5.60,Medium to high,480.00,11.5,12.5,,
2016-12-31,Balanced option,Generic,HOSTPLUS Superannuation Fund,68657495890,Industry,19466.4,3.50,High,678.00,15.0,10.0,0.0,5.0
2016-12-31,MySuper,Generic,IAG & NRMA Superannuation Plan,58244115920,Corporate,1294.8,2.66,High,520.00,6.7,3.3,,20.0
2016-12-31,Active Balanced,Generic,Incitec Pivot Employees Superannuation Fund,68569795856,Retail,55.5,2.60,High,638.00,13.0,3.4,,8.4
2016-12-31,Intrust MySuper,Generic,Intrust Super Fund,65704511371,Industry,1533.1,5.00,Medium to high,523.00,10.0,,,18.0
2016-12-31,IOOF MySuper,Generic,IOOF Portfolio Service Superannuation Fund,70815369818,Retail,2649.5,3.00,Medium to high,542.00,10.0,1.5,,2.0
2016-12-31,Kinetic Super _ Growth (MySuper),Generic,Kinetic Superannuation Fund,78984178687,Industry,2813.6,3.50,High,430.60,13.0,8.0,,
2016-12-31,MySuper Balanced,Generic,Labour Union Co-Operative Retirement Fund,26382680883,Industry,4248.2,3.20,High,423.00,11.0,4.0,,12.0
2016-12-31,MySuper Balanced,Generic,legalsuper,60346078879,Industry,1512.9,3.00,High,557.60,12.0,2.0,,
2016-12-31,LESF MySuper,Generic,LESF Super,13704288646,Retail,144.9,3.00,High,646.60,,,,
2016-12-31,LGIASuper MySuper Lifecycle,Generic,LGIAsuper,23053121564,Public Sector,6152.0,,,,,,,
2016-12-31,Vision MySuper,Generic,Local Authorities Superannuation Fund,24496637884,Public Sector,3031.0,4.00,Medium to high,473.00,11.0,11.0,,5.0
2016-12-31,Active Super Lifestage Product,Generic,Local Government Super,28901371321,Public Sector,2965.0,,,,,,,
2016-12-31,Balanced Option_MySuper Compliant,Generic,Lutheran Super,93371348387,Corporate,235.7,4.92,Medium to high,451.00,4.0,,,16.0
2016-12-31,Moderate investment option,Generic,Maritime Super,77455663441,Industry,369.5,4.00,Medium,623.00,7.0,4.0,,10.0
2016-12-31,Max Super Fund MySuper Plan,Generic,Max Super Fund,22508720840,Retail,18.5,4.00,Medium to high,562.50,12.0,,,
2016-12-31,MIESF MySuper,Generic,Meat Industry Employees Superannuation Fund,17317520544,Industry,707.4,2.70,Medium,345.00,22.0,10.0,,
2016-12-31,Balanced investment option (accumulation),Generic,Media Super,42574421650,Industry,3322.3,4.25,Medium to high,432.00,10.0,10.0,,10.0
2016-12-31,Mercer Santos MySuper,Large employer,Mercer Super Trust,19905422981,Retail,202.7,4.20,Medium to high,456.68,6.5,6.5,1.0,9.0
2016-12-31,Mercer SmartPath,Generic,Mercer Super Trust,19905422981,Retail,6959.1,,,,,,,
2016-12-31,Mercer WGSP MySuper,Large employer,Mercer Super Trust,19905422981,Retail,1595.0,,,,,,,
2016-12-31,Virgin Money MySuper,Material goodwill,Mercer Super Trust,19905422981,Retail,437.3,,,,,,,
2016-12-31,MySuper Balanced,Generic,Mercy Super,11789425178,Corporate,788.7,5.25,Medium,532.20,12.0,12.0,,6.0
2016-12-31,Default Lifecycle,Generic,Mine Superannuation Fund,16457520308,Industry,6142.3,,,,,,,
2016-12-31,MySuper,Generic,MLC Super Fund,70732426024,Retail,20842.5,3.50,Medium to high,603.00,5.0,2.0,,3.0
2016-12-31,NAB Staff MySuper,Large employer,MLC Super Fund,70732426024,Retail,2050.0,3.50,High,518.00,12.0,3.5,,4.0
2016-12-31,MyCatholicSuper,Generic,MyLifeMyMoney Superannuation Fund,50237896957,Industry,4260.8,4.10,Medium to high,563.00,8.0,6.0,,13.0
2016-12-31,Nationwide MySuper,Generic,Nationwide Superannuation Fund,15201768813,Industry,527.1,2.90,Medium to high,605.00,10.0,7.0,,5.0
2016-12-31,NESS MySuper,Generic,NESS Super,72229227691,Industry,551.5,3.00,Medium to high,492.00,10.0,3.5,,2.0
2016-12-31,Diversified (MySuper),Generic,NGS Super,73549180515,Industry,4813.9,3.00,Medium to high,505.00,10.0,10.0,,8.0
2016-12-31,ANZ Smart Choice Super,Generic,OnePath Masterfund,53789980697,Retail,9106.5,,,,,,,
2016-12-31,ANZ Smart Choice Super_For QBE Management Services PTY LTD and their employees,Large employer,OnePath Masterfund,53789980697,Retail,284.3,,,,,,,
2016-12-31,MySuper Passive Balanced,Generic,OneSuper,43905581638,Retail,10.6,2.00,Medium,636.00,4.0,,,
2016-12-31,Perpetual MySuper,Generic,Perpetual's Select Superannuation Fund,51068260563,Retail,67.4,3.00,High,685.00,6.0,0.0,0.0,15.0
2016-12-31,Pitcher Retirement Plan MySuper,Generic,Pitcher Retirement Plan,15828677472,Corporate,28.3,2.40,Medium,1036.00,9.0,4.0,,
2016-12-31,MySuper,Generic,Prime Super,60562335823,Industry,2915.9,4.50,Medium to high,763.56,6.5,13.0,,0.0
2016-12-31,PSSap MySuper Balanced,Generic,Public Sector Superannuation Accumulation Plan,65127917725,Public Sector,8453.7,3.50,Medium to high,465.00,10.0,1.0,,15.0
2016-12-31,Glidepath,Generic,Qantas Superannuation Plan,41272198829,Corporate,892.4,,,,,,,
2016-12-31,QIEC MySuper,Generic,Queensland Independent Education & Care Superannuation Trust,15549636673,Industry,1039.8,4.21,High,546.00,12.0,12.0,,7.0
2016-12-31,Balanced,Generic,Rei Super,76641658449,Industry,1091.9,4.50,Medium to high,425.80,14.0,4.0,,0.0
2016-12-31,REST Super,Generic,Retail Employees Superannuation Trust,62653671394,Industry,37945.0,4.70,Medium to high,407.20,11.0,6.0,1.0,10.0
2016-12-31,BT Super MySuper,Generic,Retirement Wrap,39827542991,Retail,8940.8,,,,,,,
2016-12-31,Westpac Group Plan MySuper,Large employer,Retirement Wrap,39827542991,Retail,1800.3,,,,,,,
2016-12-31,Rio Tinto Fund Growth Option (MySuperProduct),Generic,Rio Tinto Staff Superannuation Fund,98438661856,Corporate,3067.4,4.20,High,451.00,10.0,6.0,,3.5
2016-12-31,General Division,Generic,Russell Investments Master Trust,89384753567,Retail,1973.0,4.00,Medium to high,814.18,6.5,6.2,0.5,2.7
2016-12-31,smartMonday Lifecycle,Generic,Smart Future Trust,68964712340,Retail,1006.8,,,,,,,
2016-12-31,Balanced (MySuper),Generic,Spirit Super,74559365913,Industry,8509.2,4.00,Medium to high,498.00,9.0,15.0,,0.0
2016-12-31,Suncorp Lifestage Funds,Generic,SPSL Master Trust,98350952022,Retail,803.3,,,,,,,
2016-12-31,Statewide MySuper,Generic,Statewide Superannuation Trust,54145196298,Industry,4123.4,3.50,High,468.00,10.0,10.0,,
2016-12-31,Sunsuper for Life,Generic,Sunsuper Superannuation Fund,98503137921,Industry,25176.9,,,,,,,
2016-12-31,Tasplan MySuper,Generic,Tasplan Superannuation Fund,14602032302,Industry,2297.3,,,,,,,
2016-12-31,Telstra Super MySuper,Generic,Telstra Superannuation Scheme,85502108833,Corporate,6182.5,,,,,,,
2016-12-31,Bendigo MySuper,Generic,The Bendigo Superannuation Plan,57526653420,Retail,154.6,,,,,,,
2016-12-31,MySuper MyLife,Generic,The Executive Superannuation Fund,60998717367,Retail,1039.3,3.50,Medium to high,667.26,2.0,2.0,,10.0
2016-12-31,VISSF Balanced Option (MySuper Product),Generic,The Victorian Independent Schools Superannuation Fund,37024873660,Industry,356.3,3.00,High,457.00,5.0,3.0,,
2016-12-31,MySuper Growth,Generic,Toyota Super,58208377062,Corporate,496.2,4.00,Medium to high,492.00,10.0,1.8,,9.3
2016-12-31,Balanced (MySuper),Generic,TWU Superannuation Fund,77343563307,Industry,4222.0,4.50,Medium to high,618.00,9.0,8.0,,6.0
2016-12-31,UniSuper Balanced,Generic,Unisuper,91385943850,Industry,13581.9,5.10,High,346.00,9.0,2.5,,
